0,
583176,
474336,
712619,
706703,
871601,
580793,
625506,
686242,
811029,
726400,
938304,
1.1368e+06,
369803,
384429,
937098,
658038,
610013,
681067,
843879,
580607,
531467,
681043,
1.07721e+06,
510836,
1.39013e+06,
801922,
525481,
567375,
922157,
780087,
676514,
749220,
933925,
868857,
852853,
1.01627e+06,
1.13045e+06,
1.3804e+06,
866287,
858317,
1.20034e+06,
978979,
943688,
1.05586e+06,
1.18825e+06,
955381,
936518,
1.04302e+06,
1.42082e+06,
901366,
1.74887e+06,
1.06709e+06,
949476,
929377,
1.20459e+06,
1.1637e+06,
1.00434e+06,
1.09601e+06,
1.29152e+06,
1.1806e+06,
1.08368e+06,
1.2689e+06,
1.28701e+06,
1.49551e+06,
955225,
990673,
1.23324e+06,
1.02565e+06,
1.12036e+06,
971882,
1.07917e+06,
1.06211e+06,
1.10332e+06,
1.05623e+06,
1.43267e+06,
944313,
1.8347e+06,
1.26926e+06,
1.16377e+06,
1.23816e+06,
1.44072e+06,
1.35968e+06,
1.3394e+06,
1.40076e+06,
1.16598e+06,
1.24876e+06,
1.40558e+06,
3.15931e+06,
1.27843e+06,
1.32357e+06,
1.39514e+06,
1.88126e+06,
1.87387e+06,
1.73446e+06,
1.74052e+06,
1.8155e+06,
1.83661e+06,
1.6409e+06,
1.6766e+06,
1.67609e+06,
2.06402e+06,
1.63368e+06,
2.4952e+06,
1.78273e+06,
1.49498e+06,
1.53056e+06,
1.76543e+06,
1.48399e+06,
1.30639e+06,
1.30341e+06,
1.44427e+06,
1.25183e+06,
1.23702e+06,
1.45403e+06,
1.58428e+06,
1.70625e+06,
1.08697e+06,
1.11168e+06,
1.44999e+06,
1.13933e+06,
1.04959e+06,
1.13854e+06,
1.25892e+06,
1.03088e+06,
955337,
1.06584e+06,
1.58067e+06,
902057,
1.84337e+06,
1.22136e+06,
1.03872e+06,
1.09687e+06,
1.29678e+06,
1.16032e+06,
1.02957e+06,
1.02012e+06,
1.21534e+06,
1.02136e+06,
983702,
1.19447e+06,
1.33692e+06,
1.55052e+06,
909559,
1.00963e+06,
1.31858e+06,
1.10324e+06,
1.12735e+06,
960928,
997428,
1.03213e+06,
1.15623e+06,
1.03497e+06,
1.35827e+06,
886950,
1.78654e+06,
1.06238e+06,
837928,
838697,
1.15371e+06,
1.00357e+06,
923179,
1.01188e+06,
1.17352e+06,
1.05358e+06,
993322,
1.07734e+06,
1.24024e+06,
1.41372e+06,
770989,
817617,
1.14904e+06,
867489,
788001,
900134,
1.03441e+06,
741546,
698718,
803432,
1.3143e+06,
614081,
1.63628e+06,
841409,
617435,
619038,
952173,
780401,
771404,
788735,
1.01563e+06,
880941,
827735,
984892,
1.03662e+06,
1.34987e+06,
723498,
754804,
1.15968e+06,
841851,
852481,
905985,
1.04854e+06,
781519,
775676,
919368,
1.33323e+06,
743007,
1.6312e+06,
1.02668e+06,
846799,
887790,
1.13877e+06,
929228,
905973,
900292,
1.09496e+06,
937329,
834172,
1.00383e+06,
1.18544e+06,
1.41057e+06,
731979,
808878,
1.0777e+06,
905261,
1.03948e+06,
877476,
882304,
902740,
1.10711e+06,
925882,
1.30968e+06,
874853,
1.69218e+06,
1.03036e+06,
844769,
855605,
1.1499e+06,
959319,
887451,
921690,
1.08715e+06,
1.02058e+06,
969930,
1.15229e+06,
1.37477e+06,
1.56047e+06,
1.10009e+06,
1.15452e+06,
760855,
2.80047e+06,
1.28559e+06,
1.21894e+06,
1.2738e+06,
1.2868e+06,
1.52404e+06,
1.36628e+06,
1.70711e+06,
1.32434e+06,
2.0144e+06,
1.43152e+06,
1.21433e+06,
1.28103e+06,
1.53105e+06,
1.34056e+06,
1.22559e+06,
1.12984e+06,
1.26783e+06,
1.20919e+06,
1.23182e+06,
1.40374e+06,
1.56167e+06,
1.82978e+06,
1.19122e+06,
1.21064e+06,
1.48634e+06,
1.25145e+06,
1.4076e+06,
1.31376e+06,
1.41889e+06,
1.39995e+06,
1.38185e+06,
1.26512e+06,
1.67841e+06,
1.26982e+06,
2.06198e+06,
1.32352e+06,
1.15204e+06,
1.24392e+06,
1.47356e+06,
1.3843e+06,
1.21404e+06,
1.14831e+06,
1.33808e+06,
1.28913e+06,
1.15792e+06,
1.35588e+06,
1.36571e+06,
1.61393e+06,
1.0048e+06,
987775,
1.25858e+06,
979174,
929178,
1.01676e+06,
1.14782e+06,
837571,
858864,
872563,
1.29098e+06,
635023,
1.57872e+06,
953289,
682223,
769512,
1.15113e+06,
1.01465e+06,
921015,
991221,
1.18675e+06,
1.0751e+06,
1.00554e+06,
1.20409e+06,
1.33185e+06,
1.61078e+06,
1.03493e+06,
1.06032e+06,
1.32209e+06,
1.17869e+06,
1.33615e+06,
1.24157e+06,
1.36262e+06,
1.53761e+06,
1.75613e+06,
1.60385e+06,
1.93992e+06,
1.48534e+06,
1.7124e+06,
3.04592e+06,
1.41321e+06,
1.49018e+06,
1.70265e+06,
1.61038e+06,
1.80518e+06,
1.53401e+06,
1.42954e+06,
1.4278e+06,
1.87427e+06,
2.3401e+06,
1.32931e+06,
1.40196e+06,
1.76124e+06,
1.37646e+06,
1.33345e+06,
1.43202e+06,
1.63395e+06,
1.41538e+06,
1.53435e+06,
1.3483e+06,
1.39453e+06,
1.33306e+06,
1.59338e+06,
1.22292e+06,
1.88219e+06,
1.42524e+06,
1.29733e+06,
1.2148e+06,
1.45565e+06,
1.30761e+06,
1.25916e+06,
1.2351e+06,
1.49003e+06,
1.29932e+06,
1.30786e+06,
1.4075e+06,
1.56496e+06,
1.7471e+06,
1.13701e+06,
1.18293e+06,
1.45055e+06,
1.23553e+06,
1.34856e+06,
1.0814e+06,
1.16851e+06,
1.11749e+06,
