9
4.5
3
3
3
6
13.5
12
15
12
13.5
15
18
16.5
24
18
18
21
24
21
25.5
19.5
31.5
27
25.5
28.5
25.5
39
40.5
34.5
36
33
28.5
25.5
25.5
21
25.5
19.5
18
18
25.5
16.5
15
18
15
22.5
24
15
18
18
12
6
9
12
9
9
15
9
12
3
9
6
7.5
9
12
10.5
12
9
12
7.5
9
12
13.5
13.5
21
21
18
15
15
18
15
18
15
15
16.5
19.5
15
15
15
15
15
12
15
13.5
15
15
13.5
18
19.5
19.5
19.5
22.5
16.5
13.5
10.5
13.5
16.5
18
7.5
13.5
16.5
16.5
15
15
15
18
15
15
15
15
7.5
12
12
12
15
12
12
7.5
13.5
7.5
4.5
4.5
4.5
4.5
4.5
4.5
4.5
4.5
4.5
4.5
10.5
10.5
13.5
13.5
10.5
10.5
13.5
15
15
12
9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
12
12
12
16.5
12
15
21
21
19.5
22.5
22.5
19.5
18
18
21
19.5
13.5
13.5
21
13.5
13.5
16.5
13.5
16.5
10.5
13.5
12
10.5
15
15
13.5
12
15
19.5
13.5
15
12
16.5
18
15
10.5
12
13.5
12
13.5
21
22.5
19.5
16.5
18
31.5
39
33
18
15
9
9
9
15
9
9
0
0
0
0
