FrameID, MovementScore
580,959.039
581,984.770
582,1033.691
583,1045.525
584,1035.560
585,1018.946
586,966.458
587,915.853
588,868.480
589,850.273
590,851.319
591,801.271
592,738.799
593,710.644
594,666.429
595,629.590
596,578.632
597,537.078
598,479.182
599,464.039
600,432.277
601,396.838
602,370.788
603,368.290
604,366.880
605,349.332
606,327.771
607,339.956
608,347.761
609,365.435
610,369.112
611,356.751
612,332.096
613,328.442
614,315.981
615,338.354
616,336.909
617,348.411
618,345.287
619,358.048
620,347.308
621,360.212
622,342.377
623,347.026
624,341.125
625,376.310
626,393.110
627,417.098
628,427.669
629,456.883
630,468.103
631,469.581
632,458.410
633,451.267
634,450.345
635,444.283
636,427.790
637,416.675
638,402.147
639,386.944
640,364.376
641,367.081
642,355.025
643,353.372
644,336.602
645,330.951
646,312.840
647,305.569
648,282.684
649,269.321
650,243.358
651,252.911
652,237.464
653,219.313
654,199.905
655,189.103
656,183.658
657,165.448
658,149.521
659,149.716
660,151.705
661,153.159
662,148.378
663,152.456
664,154.973
665,155.912
666,156.376
667,171.834
668,175.780
669,189.439
670,183.283
671,186.532
672,177.288
673,174.517
674,162.296
675,160.550
676,151.341
677,163.359
678,154.023
679,146.410
680,138.960
681,136.823
682,131.183
683,122.809
684,114.724
685,115.272
686,112.846
687,114.319
688,112.968
689,119.682
690,123.142
691,127.328
692,124.231
693,136.808
694,138.711
695,155.303
696,153.636
697,169.592
698,171.248
699,184.106
700,182.903
701,194.901
702,188.809
703,211.542
704,197.673
705,185.108
706,170.072
707,171.664
708,171.027
709,158.724
710,146.215
711,144.582
712,138.574
713,130.714
714,119.694
715,111.107
716,108.665
717,100.391
718,90.033
719,82.980
720,73.648
721,70.087
722,63.782
723,67.943
724,68.017
725,76.080
726,80.567
727,92.963
728,94.497
729,115.003
730,130.462
731,132.091
732,131.490
733,145.820
734,153.648
735,152.485
736,149.204
737,150.827
738,150.164
739,156.204
740,151.661
741,140.996
742,134.580
743,130.070
744,121.797
745,122.095
746,116.523
747,123.742
748,117.632
749,117.354
750,112.629
751,114.001
752,147.263
753,154.341
754,142.141
755,149.351
756,139.895
757,126.107
758,113.195
759,105.390
760,103.543
761,93.626
762,89.732
763,91.968
764,105.493
765,99.654
766,94.003
767,86.575
768,86.263
769,84.437
770,77.088
771,80.055
772,79.539
773,82.772
774,78.366
775,75.335
776,69.530
777,68.059
778,67.887
779,72.177
780,67.323
781,86.031
782,86.790
783,85.783
784,79.991
785,83.473
786,84.224
787,79.666
788,76.783
789,78.293
790,83.664
791,93.923
792,97.568
793,109.390
794,124.196
795,137.067
796,140.549
797,169.561
798,195.828
799,223.116
800,233.191
801,269.680
802,293.854
803,332.534
804,359.453
805,386.916
806,382.743
807,393.235
808,380.952
809,370.039
810,357.266
811,361.041
812,355.168
813,330.840
814,302.962
815,290.319
816,279.782
817,259.377
818,243.753
819,246.941
820,246.621
821,262.657
822,265.510
823,294.703
824,314.167
825,346.389
826,343.536
827,364.052
828,354.453
829,372.087
830,386.397
831,445.907
832,475.736
833,587.210
834,668.596
835,721.440
836,752.140
837,788.249
838,816.425
839,828.392
840,880.633
841,889.352
842,921.784
843,974.197
844,1056.595
845,1104.862
846,1150.620
847,1216.991
848,1302.208
849,1370.941
850,1443.367
851,1548.064
852,1663.037
853,1776.066
854,1868.550
855,1965.500
856,2071.420
857,2174.631
858,2234.454
859,2315.634
860,2382.944
861,2449.200
862,2506.919
863,2585.501
864,2647.892
865,2693.411
866,2727.249
867,2760.096
868,2757.616
869,2770.820
870,2751.338
871,2744.866
872,2703.190
873,2672.609
874,2626.375
875,2606.362
876,2547.686
877,2497.344
878,2403.227
879,2339.795
880,2238.287
881,2160.719
882,2036.759
883,1933.448
884,1788.942
885,1698.241
886,1562.776
887,1433.859
888,1294.445
889,1210.670
890,1117.363
891,1016.177
892,915.142
893,854.845
894,809.874
895,761.776
896,710.293
897,670.824
898,637.587
899,595.418
900,550.885
901,543.222
902,519.499
903,498.403
904,458.146
905,436.330
906,399.125
907,382.488
908,357.267
909,343.073
910,309.345
911,333.431
912,316.653
913,302.270
914,294.598
915,304.979
916,318.808
917,348.712
918,394.621
919,488.718
920,598.371
921,755.406
922,968.343
923,1241.898
924,1522.330
925,1870.665
926,2233.669
927,2629.845
928,3020.395
929,3449.296
930,3921.539
931,4431.518
932,4875.187
933,5276.807
934,5618.489
935,5922.009
936,6203.324
937,6471.725
938,6737.943
939,6997.564
940,7308.799
941,7612.069
942,7866.544
943,8167.739
944,8501.450
945,8772.044
946,8955.517
947,9003.795
948,8960.835
949,8767.749
950,8451.942
951,8113.806
952,7713.848
953,7328.716
954,6891.793
955,6469.843
956,6048.666
957,5712.927
958,5488.857
959,5387.813
960,5392.391
961,5489.006
962,5561.351
963,5703.351
964,5918.580
965,6191.399
966,6493.864
967,6854.436
968,7192.422
969,7448.408
970,7591.399
971,7586.454
972,7467.660
973,7410.927
974,7506.423
975,7670.103
976,7937.471
977,8398.100
978,8846.328
979,9141.357
980,9279.847
981,9293.169
982,9137.518
983,8885.759
984,8561.139
985,8223.520
986,7748.653
987,7322.471
988,6919.292
989,6575.551
990,6252.079
991,6082.052
992,6029.170
993,6075.376
994,6189.657
995,6311.651
996,6426.544
997,6603.425
998,6852.031
999,7110.643
1000,7329.070
1001,7464.154
1002,7535.660
1003,7520.503
1004,7503.019
1005,7587.162
1006,7725.375
1007,7969.225
1008,8295.570
1009,8784.070
1010,9250.632
1011,9667.528
1012,9875.475
1013,9897.848
1014,9736.583
1015,9476.454
1016,9134.090
1017,8712.947
1018,8178.645
1019,7661.379
1020,7256.500
1021,6905.837
1022,6646.531
1023,6496.097
1024,6406.573
1025,6434.108
1026,6502.186
1027,6615.181
1028,6740.209
1029,6917.322
1030,7179.041
1031,7542.562
1032,7807.072
1033,7925.321
1034,7863.041
1035,7819.300
1036,7774.677
1037,7885.162
1038,8015.954
1039,8294.900
1040,8654.211
1041,9167.064
1042,9648.405
1043,9988.142
1044,10182.080
1045,10217.320
1046,10039.930
1047,9755.268
1048,9360.750
1049,8885.035
1050,8330.858
1051,7798.155
1052,7411.424
1053,7049.811
1054,6772.760
1055,6635.601
1056,6535.014
1057,6566.310
1058,6617.561
1059,6683.401
1060,6767.044
1061,6919.060
1062,7084.563
1063,7421.436
1064,7669.450
1065,7830.540
1066,7828.811
1067,7760.229
1068,7668.613
1069,7595.153
1070,7684.089
1071,7915.370
1072,8250.211
1073,8630.865
1074,8964.697
1075,9235.495
1076,9391.744
1077,9387.561
1078,9167.661
1079,8758.506
1080,8257.409
1081,7797.359
1082,7309.571
1083,6820.940
1084,6239.485
1085,5791.853
1086,5437.374
1087,5240.264
1088,5102.097
1089,4993.963
1090,4947.495
1091,4808.567
1092,4679.791
1093,4540.493
1094,4440.072
1095,4285.854
1096,4162.646
1097,4010.203
1098,3901.046
1099,3734.965
1100,3628.221
1101,3483.671
1102,3353.780
1103,3161.388
1104,2988.032
1105,2815.895
1106,2637.322
1107,2541.823
1108,2420.803
1109,2370.975
1110,2270.775
1111,2207.762
1112,2112.892
1113,2076.218
1114,2019.894
1115,2017.346
1116,2012.583
1117,2025.014
1118,2014.626
1119,2083.086
1120,2109.304
1121,2130.060
1122,2151.925
1123,2210.611
1124,2237.843
1125,2224.150
1126,2188.723
1127,2163.836
1128,2100.273
1129,2008.082
1130,1914.093
1131,1866.187
1132,1840.257
1133,1893.373
1134,1932.170
1135,2048.260
1136,2116.447
1137,2200.483
1138,2248.139
1139,2320.471
1140,2342.232
1141,2396.215
1142,2399.731
1143,2413.554
1144,2366.323
1145,2336.278
1146,2233.797
1147,2142.875
1148,2049.198
1149,1988.083
1150,1935.402
1151,1889.724
1152,1841.527
1153,1851.830
1154,1870.164
1155,1879.332
1156,1890.293
1157,1887.972
1158,1858.325
1159,1879.159
1160,1885.090
1161,1962.408
1162,1991.415
1163,2035.024
1164,2081.940
1165,2199.959
1166,2243.477
1167,2319.732
1168,2387.754
1169,2507.569
1170,2603.416
1171,2717.595
1172,2786.269
1173,2825.739
1174,2818.200
1175,2862.438
1176,2979.041
1177,3061.232
1178,3115.556
1179,3225.639
1180,3280.763
1181,3283.866
1182,3285.990
1183,3319.405
1184,3292.698
1185,3269.367
1186,3223.759
1187,3263.242
1188,3306.926
1189,3453.682
1190,3582.404
1191,3731.451
1192,3812.483
1193,3933.071
1194,4001.997
1195,4117.717
1196,4193.255
1197,4311.938
1198,4375.982
1199,4456.945
1200,4525.705
1201,4555.669
1202,4507.873
1203,4458.538
1204,4497.472
1205,4570.892
1206,4649.231
1207,4738.744
1208,4829.046
1209,4900.582
1210,4925.059
1211,4893.798
1212,4772.037
1213,4555.131
1214,4294.539
1215,4181.835
1216,4097.412
1217,4079.155
1218,4060.248
1219,4076.583
1220,4122.826
1221,4275.250
1222,4362.548
1223,4474.679
1224,4519.114
1225,4542.764
1226,4542.216
1227,4499.870
1228,4446.038
1229,4522.004
1230,4602.350
1231,4692.194
1232,4821.329
1233,5004.698
1234,5167.335
1235,5210.807
1236,5164.169
1237,5066.903
1238,4860.420
1239,4641.486
1240,4402.878
1241,4332.881
1242,4363.428
1243,4482.156
1244,4601.675
1245,4759.099
1246,4899.601
1247,5093.938
1248,5171.217
1249,5224.763
1250,5213.036
1251,5139.630
1252,5143.866
1253,5046.397
1254,5044.542
1255,5037.116
1256,4971.106
1257,4927.613
1258,4841.102
1259,4708.422
1260,4609.253
1261,4488.710
1262,4330.890
1263,4236.494
1264,4137.707
1265,4094.324
1266,4081.488
1267,4068.302
1268,3946.040
1269,3965.479
1270,3980.158
1271,4039.069
1272,4054.873
1273,4114.848
1274,4109.968
1275,4118.819
1276,4083.750
1277,4038.274
1278,3964.994
1279,3909.353
1280,3834.592
1281,3784.541
1282,3768.927
1283,3769.540
1284,3769.491
1285,3801.975
1286,3820.783
1287,3833.795
1288,3862.770
1289,3923.911
1290,3983.995
1291,4095.975
1292,4165.076
1293,4245.783
1294,4292.237
1295,4371.626
1296,4367.808
1297,4374.346
1298,4357.657
1299,4361.063
1300,4307.405
1301,4312.629
1302,4303.133
1303,4296.804
1304,4279.547
1305,4303.834
1306,4345.633
1307,4387.431
1308,4447.148
1309,4518.602
1310,4471.880
1311,4363.759
1312,4302.753
1313,4295.652
1314,4297.891
1315,4350.658
1316,4423.964
1317,4552.108
1318,4624.350
1319,4697.375
1320,4699.662
1321,4737.506
1322,4765.767
1323,4820.126
1324,4835.333
1325,4782.385
1326,4682.948
1327,4674.408
1328,4665.244
1329,4677.771
1330,4698.325
1331,4770.503
1332,4825.332
1333,4848.001
1334,4837.179
1335,4837.537
1336,4817.009
1337,4799.192
1338,4795.515
1339,4812.957
1340,4700.854
1341,4600.206
1342,4531.824
1343,4492.017
1344,4438.853
1345,4436.938
1346,4353.585
1347,4283.322
1348,4121.479
1349,3973.422
1350,3805.417
1351,3642.458
1352,3352.826
1353,3046.622
1354,2729.078
1355,2458.030
1356,2220.291
1357,2023.703
1358,1845.731
1359,1685.890
1360,1540.678
1361,1420.034
1362,1319.363
1363,1230.637
1364,1147.423
1365,1075.588
1366,1011.970
1367,999.109
1368,986.360
1369,977.760
1370,946.943
1371,947.169
1372,922.512
1373,924.555
1374,920.219
1375,944.469
1376,946.991
1377,956.395
1378,966.969
1379,1018.014
1380,1047.775
1381,1061.695
1382,1060.931
1383,1084.610
1384,1102.170
1385,1093.855
1386,1080.442
1387,1076.569
1388,1070.060
1389,1079.973
1390,1076.610
1391,1085.259
1392,1076.054
1393,1096.781
1394,1091.243
1395,1116.557
1396,1130.151
1397,1169.196
1398,1177.484
1399,1227.277
1400,1230.772
1401,1240.087
1402,1243.578
1403,1286.245
1404,1311.430
1405,1364.895
1406,1395.605
1407,1413.594
1408,1427.671
1409,1442.922
1410,1459.179
1411,1484.344
1412,1488.170
1413,1503.607
1414,1525.461
1415,1558.280
1416,1573.158
1417,1588.438
1418,1610.846
1419,1639.817
1420,1654.397
1421,1701.093
1422,1706.610
1423,1731.348
1424,1714.473
1425,1734.073
1426,1726.980
1427,1743.787
1428,1735.483
1429,1730.889
1430,1694.794
1431,1695.320
1432,1639.724
1433,1575.863
1434,1520.291
1435,1493.519
1436,1475.556
1437,1428.858
1438,1383.042
1439,1370.666
1440,1380.018
1441,1372.918
1442,1388.407
1443,1403.993
1444,1394.345
1445,1407.202
1446,1408.337
1447,1415.280
1448,1401.601
1449,1425.178
1450,1424.509
1451,1450.632
1452,1447.909
1453,1468.423
1454,1458.153
1455,1468.167
1456,1452.949
1457,1503.462
1458,1517.287
1459,1516.148
1460,1509.582
1461,1525.923
1462,1536.640
1463,1502.716
1464,1453.738
1465,1440.046
1466,1390.183
1467,1319.999
1468,1247.920
1469,1200.225
1470,1132.719
1471,1076.281
1472,1001.759
1473,976.667
1474,926.005
1475,911.166
1476,891.549
1477,932.416
1478,955.671
1479,1019.443
1480,1052.941
1481,1102.809
1482,1114.185
1483,1175.826
1484,1209.568
1485,1218.157
1486,1212.384
1487,1226.055
1488,1247.669
1489,1255.430
1490,1275.328
1491,1311.704
1492,1347.025
1493,1356.220
1494,1349.850
1495,1361.386
1496,1371.923
1497,1389.382
1498,1411.871
1499,1493.145
1500,1519.489
1501,1573.957
1502,1651.415
1503,1695.834
1504,1698.123
1505,1714.519
1506,1708.144
1507,1746.856
1508,1751.850
1509,1822.405
1510,1865.452
1511,1908.889
1512,1954.046
1513,2042.829
1514,2141.877
1515,2205.039
1516,2256.583
1517,2319.913
1518,2352.437
1519,2376.310
1520,2408.101
1521,2449.972
1522,2465.075
1523,2537.589
1524,2586.237
1525,2653.795
1526,2691.950
1527,2785.108
1528,2856.554
1529,2984.805
1530,3062.622
1531,3187.738
1532,3262.975
1533,3369.382
1534,3379.189
1535,3445.173
1536,3441.055
1537,3385.526
1538,3314.201
1539,3261.555
1540,3167.625
1541,3044.211
1542,2924.975
1543,2843.951
1544,2805.168
1545,2788.458
1546,2794.382
1547,2819.643
1548,2800.710
1549,2811.510
1550,2792.573
1551,2781.292
1552,2740.924
1553,2774.361
1554,2771.575
1555,2830.378
1556,2853.682
1557,2909.045
1558,2921.599
1559,2964.312
1560,2983.239
1561,3047.257
1562,3039.623
1563,3017.883
1564,3005.551
1565,3039.247
1566,3073.858
1567,3093.363
1568,3104.498
1569,3105.904
1570,3092.565
1571,3084.259
1572,3046.228
1573,3078.476
1574,3115.442
1575,3220.066
1576,3285.688
1577,3377.092
1578,3425.909
1579,3495.853
1580,3484.321
1581,3478.423
1582,3442.816
1583,3425.175
1584,3380.249
1585,3360.436
1586,3322.667
1587,3333.560
1588,3354.578
1589,3380.574
1590,3417.170
1591,3417.728
1592,3398.974
1593,3383.297
1594,3375.706
1595,3396.450
1596,3416.551
1597,3416.884
1598,3419.421
1599,3445.681
1600,3440.848
1601,3461.464
1602,3441.978
1603,3413.977
1604,3338.383
1605,3240.920
1606,3104.331
1607,3017.115
1608,2923.323
1609,2884.885
1610,2821.657
1611,2767.645
1612,2671.837
1613,2642.435
1614,2586.325
1615,2540.527
1616,2513.463
1617,2509.571
1618,2470.873
1619,2425.531
1620,2345.838
1621,2299.476
1622,2262.871
1623,2244.475
1624,2229.776
1625,2229.090
1626,2217.666
1627,2219.029
1628,2198.525
1629,2214.588
1630,2195.313
1631,2181.196
1632,2136.926
1633,2132.921
1634,2111.542
1635,2124.414
1636,2101.221
1637,2093.513
1638,2048.619
1639,2052.286
1640,2017.752
1641,2008.229
1642,1974.231
1643,1988.057
1644,1997.068
1645,2011.155
1646,2022.346
1647,2063.816
1648,2091.530
1649,2127.611
1650,2165.080
1651,2167.766
1652,2148.261
1653,2151.217
1654,2129.115
1655,2131.054
1656,2126.294
1657,2160.375
1658,2141.883
1659,2137.708
1660,2100.129
1661,2106.795
1662,2103.146
1663,2142.583
1664,2160.798
1665,2224.137
1666,2244.142
1667,2244.187
1668,2231.413
1669,2226.541
1670,2189.418
1671,2117.632
1672,2041.383
1673,1991.900
1674,1922.790
1675,1829.697
1676,1759.888
1677,1692.634
1678,1611.899
1679,1538.693
1680,1459.901
1681,1437.629
1682,1399.268
1683,1388.182
1684,1347.321
1685,1336.749
1686,1294.322
1687,1280.517
1688,1253.127
1689,1255.308
1690,1232.115
1691,1263.244
1692,1266.115
1693,1244.133
1694,1223.235
1695,1219.790
1696,1210.752
1697,1201.755
1698,1180.693
1699,1173.474
1700,1162.538
1701,1140.297
1702,1118.143
1703,1098.741
1704,1054.554
1705,1027.910
1706,997.479
1707,1005.006
1708,997.750
1709,1030.990
1710,1059.063
1711,1105.188
1712,1113.763
1713,1152.309
1714,1160.874
1715,1174.586
1716,1158.983
1717,1159.717
1718,1117.708
1719,1068.267
1720,1019.932
1721,1008.090
1722,1018.443
1723,999.607
1724,980.882
1725,969.067
1726,950.913
1727,918.213
1728,878.780
1729,836.981
1730,778.138
1731,734.302
1732,690.749
1733,695.425
1734,687.635
1735,715.521
1736,717.842
1737,752.232
1738,758.334
1739,777.488
1740,750.923
1741,730.159
1742,686.955
1743,677.801
1744,637.428
1745,596.197
1746,549.185
1747,514.770
1748,471.438
1749,425.806
1750,387.334
1751,373.191
1752,429.906
1753,426.353
1754,425.629
1755,418.064
1756,414.933
1757,414.562
1758,393.117
1759,368.954
1760,340.014
1761,325.819
1762,302.036
1763,298.400
1764,279.150
1765,273.986
1766,260.594
1767,244.780
1768,221.009
1769,230.635
1770,222.631
1771,217.246
1772,211.563
1773,213.196
1774,211.869
1775,198.142
1776,180.629
1777,183.618
1778,179.424
1779,165.216
1780,149.554
1781,142.425
1782,138.269
1783,130.389
1784,126.056
1785,131.790
1786,131.427
1787,139.816
1788,131.718
1789,131.228
1790,126.618
1791,122.034
1792,110.518
1793,103.504
1794,93.954
1795,100.126
1796,93.524
1797,84.271
1798,75.885
1799,74.289
1800,72.950
1801,68.730
1802,63.275
1803,61.362
1804,60.028
1805,59.951
1806,63.208
1807,69.141
1808,78.491
1809,84.980
1810,91.306
1811,111.173
1812,115.898
1813,123.581
1814,119.793
1815,124.323
1816,127.065
1817,159.266
1818,190.014
1819,241.312
1820,263.810
1821,302.785
1822,318.884
1823,319.711
1824,305.989
1825,305.170
1826,307.735
1827,310.456
1828,316.513
1829,334.566
1830,352.916
1831,367.409
1832,370.338
1833,377.981
1834,390.244
1835,385.219
1836,374.918
1837,377.850
1838,379.204
1839,386.074
1840,401.762
1841,380.021
1842,351.988
1843,318.622
1844,293.500
1845,271.790
1846,243.759
1847,254.384
1848,233.984
1849,211.768
1850,196.189
1851,198.311
1852,222.649
1853,231.205
1854,232.256
1855,238.253
1856,246.567
1857,252.098
1858,251.029
1859,253.742
1860,250.509
1861,256.948
1862,251.895
1863,265.562
1864,261.530
1865,260.620
1866,247.883
1867,243.174
1868,224.901
1869,216.922
1870,201.643
1871,189.724
1872,172.385
1873,177.257
1874,167.007
1875,152.632
1876,142.536
1877,148.989
1878,156.578
1879,147.179
1880,135.035
1881,132.497
1882,129.838
1883,125.197
1884,117.491
1885,116.368
1886,119.433
1887,127.542
1888,135.745
1889,148.467
1890,152.033
1891,170.798
1892,186.828
1893,218.582
1894,237.458
1895,262.547
1896,268.391
1897,289.771
1898,312.567
1899,354.091
1900,381.071
1901,410.139
1902,436.399
1903,480.254
1904,535.477
1905,588.502
1906,636.188
1907,699.553
1908,759.280
1909,839.069
1910,909.883
1911,983.313
1912,1050.855
1913,1138.453
1914,1206.950
1915,1303.751
1916,1367.287
1917,1470.892
1918,1542.599
1919,1659.016
1920,1741.580
1921,1885.685
1922,1983.178
1923,2079.596
1924,2152.582
1925,2264.888
1926,2334.983
1927,2413.042
1928,2478.881
1929,2549.847
1930,2612.552
1931,2662.452
1932,2696.397
1933,2714.760
1934,2739.950
1935,2740.218
1936,2728.995
1937,2764.903
1938,2788.701
1939,2835.043
1940,2842.761
1941,2896.354
1942,2912.563
1943,2980.423
1944,3021.700
1945,3139.164
1946,3221.205
1947,3336.884
1948,3415.218
1949,3549.013
1950,3621.666
1951,3718.285
1952,3773.601
1953,3808.332
1954,3823.297
1955,3888.838
1956,3961.465
1957,4045.755
1958,4143.906
1959,4262.492
1960,4349.857
1961,4415.817
1962,4478.231
1963,4534.580
1964,4545.190
1965,4555.059
1966,4539.301
1967,4560.905
1968,4481.408
1969,4415.953
